Credit_Limit,Sex,Education,Marital_Status,Age,Jan_Repay_Status,Previous_Payment_Prior_Jan,Jan_Statement,Feb_Repay_Status,Previous_Payment_Prior_Feb,Feb_Statement,Mar_Repay_Status,Previous_Payment_Prior_Mar,Mar_Statement,Apr_Repay_Status,Previous_Payment_Prior_Apr,Apr_Statement,May_Repay_Status,Previous_Payment_Prior_May,May_Statement,Jun_Repay_Status,Previous_Payment_Prior_Jun,Jun_Statement,July_Payment_Status
4400,1,3,2,25,0,80,407,0,80,479,0,120,327,0,120,436,0,120,540,0,80,649,0
10100,2,2,1,56,-1,48,703,-1,0,24,2,375,24,-1,351,375,-1,146,351,-1,3817,146,0
800,2,2,2,50,0,62,569,0,92,610,0,0,679,2,24,657,0,24,665,0,31,678,1
2000,1,2,2,29,0,80,344,0,116,412,0,0,508,2,20,488,0,40,500,0,40,532,0
3900,2,3,1,51,1,0,0,-2,0,0,-2,0,0,-2,0,0,-2,0,0,-2,0,0,1
2100,2,3,1,48,1,0,2023,2,99,1959,0,92,2006,0,2,2020,0,0,110,0,1498,-18,1
9100,2,1,1,32,1,0,0,-2,112,0,-1,184,112,-1,32,184,-1,136,32,-1,0,136,0
2000,2,3,2,24,2,148,1692,2,80,1813,2,76,1852,2,0,1886,2,148,1851,2,0,1962,1
4000,2,2,2,34,0,180,3044,0,1018,3100,0,0,3858,2,140,3710,0,272,3706,0,0,3820,0
6900,2,2,1,32,-1,53,73,-1,13,53,-1,0,13,-1,154,0,-1,0,154,-1,10,0,0
2000,2,3,2,23,0,60,1312,0,80,280,0,268,355,0,200,604,0,1124,-23,-1,41,1101,0
400,2,3,2,37,11,4,21,9,122,372,8,60,298,6,47,177,0,185,437,5,162,439,1
14500,2,2,1,48,-1,1458,2840,0,1953,1483,0,1317,1961,-1,1266,1310,-1,897,1260,-1,1519,893,0
5600,2,2,1,40,-1,13,46,-1,46,13,-1,29,46,-1,13,29,-1,46,13,-1,13,46,0
2500,2,2,1,32,0,76,2242,0,75,2186,0,60,1996,0,40,1762,0,41,1100,0,60,1123,1
7600,1,1,2,37,2,208,4308,2,180,4387,2,172,4435,2,172,4475,2,176,4569,2,180,4663,1
19900,2,1,2,36,-1,565,895,-1,996,564,-1,859,990,-1,459,858,0,454,556,-1,2668,450,0
1700,2,1,2,31,0,120,757,0,200,852,0,0,1037,2,80,1008,0,120,1065,0,0,1168,0
6000,2,2,1,40,-1,0,641,-1,317,0,-1,132,317,-1,116,132,-1,0,116,-1,0,0,0
5300,2,2,2,41,0,67,1718,0,67,1759,0,57,1799,0,53,1829,0,53,1861,0,61,1898,0
20100,2,2,1,42,0,1600,2410,0,3400,2993,0,6,5071,0,800,3304,0,1190,2854,-1,2800,1190,0
8100,1,1,2,27,-1,4,4,-1,4,4,-1,4,4,-1,4,4,-1,14,4,-1,0,14,0
2000,1,2,2,27,0,80,528,0,60,587,0,72,625,0,0,686,2,114,670,2,0,765,1
8800,2,2,1,33,0,140,4010,0,240,4100,0,120,4284,0,94,1094,0,200,1174,0,80,1357,0
3900,2,1,2,26,0,120,978,0,41,1069,0,80,1027,-1,2300,35,-1,80,2302,2,0,2202,0
11300,2,2,1,31,0,243,5600,0,201,5601,0,201,5009,0,204,5057,0,129,5053,0,161,4398,0
3600,1,2,2,29,0,80,1693,0,81,1733,0,82,1774,0,80,1815,0,237,1853,0,0,2052,0
4500,2,2,1,34,0,60,1159,0,68,1183,0,2200,1215,0,128,3370,0,132,3390,0,132,3446,0
5900,2,3,2,48,0,400,7004,0,248,7021,0,235,6957,0,400,6963,0,242,7147,0,284,7155,0
2800,1,2,2,42,1,0,3169,2,119,2865,0,806,2933,0,20,2786,0,0,792,0,0,0,0
2000,2,1,1,24,0,72,1932,0,101,1960,0,99,2028,0,0,1987,0,0,0,-2,0,0,1
4900,2,1,1,34,-1,0,20,-1,43,0,-1,8,43,-1,62,8,-1,0,62,0,31,62,0
2700,2,1,2,49,2,160,2482,0,120,2573,0,401,2343,0,320,2270,0,206,1007,0,40,1167,1
9700,1,2,2,26,0,68,986,0,0,0,-2,0,0,-2,0,0,-2,0,0,-2,0,0,0
3300,2,2,1,46,1,0,696,2,530,353,-1,250,530,-1,250,250,-1,250,250,-1,250,250,0
15700,2,1,2,30,-2,0,0,-2,65,0,-1,75,65,-1,96,75,-1,139,96,-1,64,139,0
6000,2,2,1,27,-1,0,246,-1,0,0,-2,13,0,-1,13,13,-1,13,13,-1,13,13,0
1100,2,1,2,23,0,44,157,0,40,199,0,5,235,0,0,240,0,0,0,-2,0,0,0
4400,2,1,2,30,-1,13,13,-1,13,13,-1,13,13,-1,19,13,-1,13,19,-1,25,13,0
4800,1,2,1,45,0,80,2103,0,80,1884,0,50,1768,0,40,1306,0,30,965,0,25,816,0
7100,2,2,1,29,0,80,151,0,34,113,-1,29,34,0,2033,62,0,90,2067,0,44,2125,0
3200,2,2,2,31,0,110,2381,0,138,2420,0,176,2486,2,0,2589,2,96,2497,0,399,2520,1
3300,2,1,2,56,0,140,3132,0,224,3170,0,320,2998,0,48,3174,0,60,1959,0,80,1874,1
2100,1,2,2,21,0,120,446,0,74,545,0,72,598,0,36,648,0,40,661,0,40,685,0
7100,2,1,2,27,1,0,0,-2,0,0,-2,0,0,-2,0,0,-2,0,0,-2,0,0,0
2300,2,3,3,44,0,60,1653,0,56,1164,0,38,1124,0,60,1147,0,102,1151,0,80,1163,0
3900,2,1,2,24,0,64,472,0,80,516,0,40,575,0,40,594,0,60,618,0,0,662,0
7100,2,1,2,32,-1,62,161,-1,171,62,-1,13,171,-1,138,13,-1,479,138,-1,228,479,0
1200,2,2,2,25,-1,56,56,-1,56,56,-1,62,56,-1,64,62,-1,119,64,-1,0,119,0
8900,1,2,1,32,-1,123,63,-1,233,123,-1,48,232,-1,72,48,-1,48,72,-1,72,48,0
18000,2,1,1,38,-2,1005,340,-2,213,967,-2,4755,212,-2,460,4754,-2,1061,460,-2,143,1061,0
6400,2,2,2,23,2,76,2681,2,136,2690,2,204,2758,2,112,2891,2,116,2944,2,112,3005,0
16900,2,1,2,29,0,120,2116,0,0,648,0,0,0,-2,0,0,-2,0,0,-2,3375,0,0
1900,2,2,2,27,0,120,1883,0,80,1973,0,80,2016,0,80,1822,0,80,1599,0,80,1646,1
9700,2,1,2,31,-1,22,2,-1,8,22,-1,0,8,-1,2,0,-1,0,2,-1,26,1,1
5500,2,1,2,22,1,0,0,-2,0,0,-2,0,0,-2,0,0,-2,0,0,-2,0,0,1
400,1,3,2,43,0,211,416,0,0,0,-2,0,0,-2,16,0,-1,0,16,-1,96,0,0
5300,1,2,2,24,2,0,5393,2,200,5122,0,140,5074,0,162,3917,0,400,4019,0,2000,2165,1
7200,1,2,1,52,0,316,6939,0,320,7052,0,280,7195,0,263,7280,0,272,7001,0,244,7132,1
1900,2,3,1,59,0,67,836,0,67,889,0,40,930,0,311,943,0,0,1235,2,40,1210,0
2500,2,2,1,39,0,120,2378,0,103,2435,0,88,2160,0,48,2084,0,44,1176,0,44,1164,1
7300,1,1,2,30,0,20,392,-1,155,20,-1,132,155,0,304,241,-1,305,304,-1,0,305,0
1300,1,1,2,26,0,59,1133,0,58,1096,0,58,1136,0,46,1125,0,40,1153,0,41,1110,0
17700,1,1,2,31,-2,70,95,-2,188,70,-2,300,188,-2,90,300,-2,181,90,-2,4070,181,0
800,2,3,1,57,2,60,515,0,60,566,0,40,613,0,60,649,0,60,704,0,60,398,0
3100,2,2,2,24,0,55,768,0,49,751,0,44,494,0,11,452,0,40,333,0,40,283,0
8400,1,2,2,30,-2,180,7949,-2,0,8020,-2,0,0,-2,0,0,-2,0,0,-2,0,0,0
1300,1,3,1,30,-1,168,1536,0,1458,833,0,174,2250,0,0,2365,2,88,2321,0,0,1236,0
10300,2,2,2,29,0,240,6180,0,200,5735,0,200,5315,0,160,4901,0,144,4456,0,200,4001,0
14400,2,1,1,51,-2,0,0,-2,0,0,-2,0,0,-2,0,0,-2,0,0,-2,0,0,1
1200,1,2,2,26,0,75,1053,0,78,1099,0,36,1142,0,44,1140,0,0,1171,0,0,0,1
6000,2,1,1,54,-1,749,566,-1,722,749,-1,1294,713,-1,1000,1294,0,668,1000,-1,6735,668,0
7700,1,1,2,25,1,3520,-175,-1,121,3295,0,121,3348,0,125,3401,0,137,3459,0,134,3527,0
12300,2,2,1,37,0,304,1228,0,225,1104,0,384,1185,0,224,1184,0,239,1104,0,375,1159,0
7900,2,2,1,44,-2,6,0,-2,0,6,-2,0,0,-2,67,0,-2,3,67,-2,1576,3,0
16300,2,1,1,36,2,307,7237,2,0,7370,2,222,7074,0,217,7008,0,182,6637,0,208,4581,1
4100,1,3,1,39,1,34,0,-1,0,34,-1,0,0,-2,2542,0,-1,160,2542,0,120,2661,1
3300,2,1,2,24,-1,460,418,-1,40,460,0,1,485,0,115,-1,-2,4,110,-2,0,4,0
8000,2,2,2,27,0,161,2620,0,107,1657,0,225,1616,0,41,1023,0,122,402,0,1591,345,0
7900,1,2,2,25,2,220,5906,2,0,5944,2,480,5746,2,320,6104,2,232,6239,2,3,6340,1
2100,1,2,2,23,0,121,597,0,154,487,-1,446,154,-1,120,445,0,121,259,0,120,247,0
1700,1,2,2,29,1,0,1661,3,0,1623,2,100,1585,0,60,1539,0,60,1543,0,119,2826,1
1100,1,2,2,24,0,213,773,0,0,959,2,133,933,2,0,1032,2,28,999,-1,0,28,1
12000,1,2,2,32,-1,2448,739,-1,1806,2420,0,4110,2559,0,7,4980,0,1803,655,-1,1600,1654,0
3200,2,3,1,39,0,9,1910,0,40981,-9,-2,25,34203,-2,25,25,-2,4982,25,-1,591,4982,0
8900,2,1,1,50,-2,0,0,-2,0,0,-2,0,0,-2,180,0,-2,22,180,-2,0,22,1
4300,1,1,2,31,-1,2841,30,-1,200,2841,0,200,2901,0,200,2901,0,880,2224,0,200,2898,0
11500,2,2,1,27,2,180,4507,0,185,4557,0,194,4673,0,170,4794,0,179,4890,0,180,4995,1
6700,2,2,1,38,2,0,623,2,100,601,2,60,671,2,0,708,2,60,685,2,40,728,0
3300,2,2,2,24,0,120,1870,0,120,1929,0,120,1986,0,120,2082,0,65,1620,0,117,1659,0
11200,1,1,2,32,-2,0,0,-2,0,0,-2,0,0,-2,0,0,-2,0,0,-2,0,0,0
3200,1,1,2,30,1,1468,-2,-1,205,1466,-1,0,205,-1,0,0,-2,0,0,-2,0,0,0
14300,2,2,2,43,-2,719,244,-2,196,719,-2,120,196,-2,157,120,-2,771,157,-2,2083,771,0
7200,2,2,2,38,0,292,7172,0,272,7345,0,220,7308,0,206,6000,0,209,5704,0,252,5620,0
6000,1,1,2,31,-1,33,122,-1,219,33,-1,81,219,-1,2,80,-1,0,-9,-2,240,-9,0
1900,2,2,2,24,0,140,668,0,0,616,2,53,497,0,1173,526,-1,42,1133,0,47,1156,0
2900,1,3,1,29,0,120,2709,0,240,2681,0,0,2693,2,76,2438,0,80,2446,0,80,2243,0
7300,1,2,2,35,0,164,4158,0,176,4129,0,400,4238,0,516,4443,0,200,4881,0,200,5003,0
4400,1,1,2,26,1,0,1771,2,80,1672,0,200,1724,0,61,1852,0,48,1790,0,39,1450,0
9500,2,3,2,37,1,0,0,-2,100,0,-1,100,99,-1,23,100,-1,20,23,-1,7,20,0
4100,2,3,1,34,-1,16,16,-1,0,16,-1,31,0,-1,0,31,-1,0,0,-2,0,0,0
4800,2,2,1,39,-1,289,624,-1,27,686,2,342,689,0,403,742,-1,400,403,0,289,624,0
3500,2,1,1,36,8,566,2732,10,454,1028,3,996,1296,-1,1602,3386,1,816,1698,2,1092,2465,0
3100,2,2,2,26,0,133,2920,0,112,3005,0,256,3043,0,115,3247,2,0,3196,2,126,3012,0
9100,1,2,1,39,0,120,855,0,120,948,0,120,1040,0,120,1130,0,80,1218,0,120,1272,0
20000,1,1,1,44,-1,4,6,-1,2,4,-1,2,2,-1,0,2,-1,0,0,-2,32,0,0
4900,1,1,1,48,0,4240,404,0,232,4592,0,228,4690,0,176,4697,0,337,4665,0,0,4632,0
11700,1,3,2,32,0,48,218,0,5400,249,0,208,5632,0,220,5734,0,220,5849,0,216,5953,1
800,1,1,2,27,0,173,691,0,208,703,0,14,787,0,180,669,0,40,750,0,180,515,0
16700,1,1,1,30,0,56,2433,0,56,1802,0,53,1002,0,39,990,0,35,999,0,40,999,0
7500,1,2,2,42,2,600,5825,2,264,6271,2,260,6375,2,260,6475,2,280,6629,2,280,6797,1
7200,2,2,1,34,0,326,6985,0,328,6931,0,198,7004,0,216,5380,0,187,5435,0,183,4986,0
20000,1,1,1,35,0,3034,2482,0,200,1876,0,200,2031,0,400,2128,0,200,2278,0,400,2336,0
5100,2,1,2,29,2,0,365,3,40,353,2,40,381,2,24,409,0,24,414,0,16,425,1
2100,2,2,1,46,0,40,1149,0,0,1167,0,0,0,-2,0,0,-2,0,0,-2,0,0,1
6100,1,2,1,53,1,152,3061,2,0,3140,2,112,3066,0,120,3108,0,120,3178,0,128,3245,1
3200,1,2,2,28,-1,0,1127,-1,2729,0,-1,80,2729,0,80,2722,0,0,2794,0,0,2794,0
2300,2,1,2,25,0,80,1956,0,72,1746,0,60,1374,0,60,1399,0,64,1431,0,60,1465,0
3200,1,1,2,25,0,255,3084,0,0,3262,2,84,2915,0,84,2231,0,88,2141,0,88,2187,0
6400,2,1,1,34,1,0,-2,-2,0,-15,-2,65,-41,-1,0,24,0,60,11,-1,0,58,1
1200,2,2,2,39,1,0,1079,2,60,1051,0,24,1090,0,22,1098,0,0,1120,0,609,0,0
3200,2,2,1,26,0,156,6026,0,3240,2089,0,61,3246,0,1917,2859,-1,400,1149,0,80,1113,0
1100,2,2,2,23,2,40,1047,2,88,1058,2,0,1117,2,100,1087,2,40,1163,2,0,1178,0
1100,1,1,1,34,0,54,902,0,53,785,0,29,824,0,30,828,0,100,845,0,72,897,1
6000,1,2,2,29,0,1521,504,0,48,1580,0,2,1345,0,103,981,0,1255,426,-1,441,1207,0
19900,1,1,1,51,-1,441,4311,-1,464,438,-1,130,461,-1,368,129,-1,98,366,-1,320,97,0
1900,2,1,2,27,0,160,885,0,124,583,0,480,651,0,90,952,-1,20,90,0,0,84,0
6100,1,1,2,33,-1,412,40,-1,0,407,-1,221,0,-1,0,221,2,245,147,-1,151,244,0
1100,2,1,2,27,1,80,556,2,52,615,2,0,646,2,23,624,0,44,636,0,40,670,1
5100,2,1,1,40,-1,40,40,-1,40,40,-1,40,40,-1,40,40,-1,28,40,-1,40,28,0
15900,2,1,2,28,0,80,288,0,60,354,0,80,247,0,40,314,0,20,196,0,40,59,0
10000,2,1,1,29,-1,296,88,-1,127,296,-1,206,127,-1,0,206,-1,549,0,-1,129,549,0
3200,2,3,1,46,-1,45,33,-1,40,45,-1,76,33,-1,80,76,-1,80,78,-1,28,75,0
1900,2,2,2,22,0,70,1238,0,56,1229,0,31,1196,0,31,1152,0,21,1116,0,17,553,0
800,2,1,2,24,0,140,677,0,98,716,0,80,801,0,15,739,0,3,705,0,94,158,0
2300,1,2,2,31,0,80,606,0,84,665,0,0,739,2,60,717,2,0,767,2,60,750,1
3700,2,2,2,27,0,404,741,0,671,570,0,788,1023,0,0,878,0,200,788,0,600,441,0
2000,2,2,2,37,0,57,1352,0,53,1081,0,31,978,0,31,926,0,30,891,0,25,821,0
1100,2,2,1,46,-1,60,334,2,0,382,2,80,370,2,16,444,2,0,447,2,80,433,0
14400,2,1,1,42,-1,46,662,-1,426,46,-1,2063,424,-1,0,2063,0,579,1132,-1,515,579,0
10900,2,2,2,29,0,61,1560,0,69,1159,0,48,921,0,40,717,0,80,546,0,121,515,0
12500,1,2,1,37,-1,42,931,-1,6,42,-1,52,0,-1,193,52,-1,472,193,-1,0,472,0
5900,2,1,2,31,0,80,3122,0,100,1737,0,132,1805,0,86,1567,0,60,1257,0,248,1296,0
5700,1,1,2,26,-1,0,33,-1,33,0,-1,0,33,0,21,16,-1,17,21,-1,42,17,1
2000,1,3,1,52,0,66,1667,0,64,1600,0,26,1244,0,52,586,0,120,543,0,100,653,0
11500,2,4,1,50,-1,0,158,-1,0,0,-2,43,0,-2,18,43,-2,6,18,-1,10,6,0
4700,1,1,2,28,0,50,4692,0,60,620,0,80,630,0,40,619,-1,39,40,-1,0,39,1
9700,2,1,2,34,0,140,3998,0,168,3684,0,144,3408,0,120,3321,0,120,3142,0,120,3140,0
2300,1,2,2,21,1,0,1012,3,0,926,2,40,840,0,40,857,0,40,762,0,40,731,0
21900,2,2,1,30,2,844,21942,0,915,21870,0,6705,21420,0,560,21921,0,172,21227,0,6323,6203,1
16100,2,2,1,45,0,680,15948,0,280,16307,0,280,7443,0,280,7599,0,440,7753,0,400,8068,0
5200,1,3,2,54,2,172,3931,0,172,3763,0,296,3714,0,144,3814,0,160,3821,0,160,3879,0
11100,2,1,1,33,-1,100,286,-1,0,100,-2,0,0,-2,0,0,-2,0,0,-2,0,0,0
10100,2,2,2,28,-1,134,20,-1,90,134,-1,40,90,0,93,127,-1,66,93,-1,57,66,0
1900,2,2,2,28,2,84,1936,2,0,1910,2,136,1803,2,0,1830,2,61,1725,0,122,1694,1
1900,2,2,1,32,0,73,1379,0,68,1130,0,1202,285,-1,48,1122,0,48,1139,0,52,1163,1
1900,2,2,2,31,2,0,1229,2,132,1197,2,0,1308,2,89,1151,2,0,1186,2,80,1145,1
8800,2,2,2,27,0,360,8824,0,300,8725,0,180,7109,0,200,5275,0,200,4757,0,120,4414,0
8100,2,2,1,40,-2,1320,1597,-2,720,1316,-2,396,719,-2,546,394,-2,420,545,-2,396,419,0
16900,2,2,2,38,1,1253,251,-1,46,1220,0,8,701,0,618,351,-1,892,617,0,40,1055,0
1900,1,2,2,25,2,40,1304,2,80,1303,0,40,848,0,40,307,0,40,191,0,40,227,1
10100,2,2,1,26,0,80,997,0,72,1058,0,50,968,0,28,896,0,26,824,0,40,719,0
1100,2,2,1,50,2,100,740,2,40,816,2,40,830,2,40,845,2,40,865,2,0,885,1
12400,2,1,1,37,-2,51,197,-2,63,51,-2,10,63,-2,39,10,-2,0,-49,-2,263,-83,0
2100,1,2,2,35,0,51,641,0,52,682,0,53,723,0,28,763,0,29,778,0,41,794,1
11200,1,1,2,30,-2,0,0,-2,0,0,-2,3286,0,-2,0,0,-2,9,0,-2,45,9,0
4300,2,3,2,48,0,80,1784,0,80,1834,0,80,1884,0,80,1933,0,0,0,0,80,1978,1
5900,1,1,2,36,-1,0,236,-1,0,0,-2,452,0,-1,0,452,0,0,452,0,0,0,0
5600,2,1,2,35,0,232,4478,0,236,4576,0,232,4678,0,192,4773,0,188,4826,0,200,4930,0
1900,2,3,2,55,2,50,550,0,51,590,0,63,631,0,24,683,0,30,685,0,28,704,0
2000,2,2,2,24,0,73,1936,0,94,1976,0,45,2037,0,32,309,0,1677,336,0,78,1947,1
900,2,1,2,22,0,80,690,0,80,680,0,120,639,0,0,751,0,0,0,-2,0,0,0
16000,2,1,1,31,-1,113,223,-1,46,113,-1,13,46,-1,13,13,-1,13,13,-1,13,13,0
15600,2,2,1,37,0,444,14386,0,527,11328,0,334,9635,0,274,7628,0,290,7646,0,312,7813,0
8100,1,3,2,28,2,202,2911,0,561,2154,0,601,1369,0,600,1057,0,560,888,0,560,639,1
2500,2,2,2,38,0,80,2309,0,201,2264,0,80,2031,0,120,1881,0,52,1264,0,60,1233,0
6000,2,2,2,38,0,129,909,0,64,841,2,0,796,2,40,771,0,68,761,0,0,818,0
3900,2,5,2,35,0,200,3667,0,152,3654,0,120,3490,0,160,927,0,129,309,-1,75,129,0
4500,2,3,2,34,0,82,4428,0,84,2235,0,84,2271,0,83,2263,0,96,2300,0,84,2349,0
1300,2,3,2,26,0,68,1210,0,64,1186,0,60,1218,0,44,1176,0,60,1202,0,80,1137,0
800,2,2,1,45,0,46,299,0,48,340,0,80,382,0,120,831,0,40,488,0,80,520,0
14500,2,1,2,35,1,0,0,-2,0,0,-2,0,0,-2,0,0,-2,56,0,-1,515,56,0
300,2,1,2,24,0,45,228,0,50,269,0,60,315,0,59,284,0,0,332,2,60,321,0
9200,2,2,1,40,-1,0,128,-1,0,0,-2,0,0,-2,0,0,-2,0,0,-2,0,0,0
6500,1,3,1,58,-2,40,-9,-2,7,16,-2,0,7,-2,40,-9,-2,16,16,-2,16,16,0
9500,2,3,2,23,0,119,7951,-1,7646,119,-1,3923,7646,-1,3175,3923,-1,4000,775,-1,2010,4000,0
9600,1,1,2,39,-1,600,488,-1,0,1063,2,80,1013,0,0,1064,0,50,1051,-1,2637,50,0
4700,2,2,2,24,2,216,3785,3,216,3904,3,220,4021,3,184,4139,4,184,4195,4,208,4289,0
1900,2,2,1,42,0,84,1976,0,80,1913,0,28,1937,0,29,804,0,29,805,0,25,806,0
13600,2,2,1,36,0,43,122,0,45,163,0,42,205,0,5,126,0,40,128,0,40,166,0
4300,2,2,2,30,0,212,4248,0,222,4203,0,214,4297,0,180,4293,0,160,4342,0,180,4214,0
1900,1,2,2,24,0,120,2046,0,106,2068,0,84,2023,0,400,819,-1,24,377,0,20,388,0
13300,2,1,2,37,-2,0,0,-2,0,0,-2,0,0,-2,0,0,-2,0,0,-2,0,0,1
2500,2,1,1,38,0,45,175,0,178,217,0,1,390,2,20,312,2,12,330,2,0,335,0
3900,2,3,3,49,1,0,0,-2,0,0,-2,0,0,-2,0,0,-2,0,0,-2,0,0,1
6500,2,2,2,41,0,240,6522,0,256,6459,0,255,6443,0,184,6259,0,192,4898,0,176,4823,0
2400,2,3,2,49,1,0,1151,2,52,1019,0,40,965,0,24,904,0,24,831,0,31,624,0
2000,1,2,2,21,0,56,1143,0,64,1108,0,24,816,0,31,700,0,40,722,0,12,646,0
2400,1,3,3,65,0,703,1455,4,531,2201,12,502,791,2,382,620,12,1592,1614,11,1030,1228,1
1200,1,2,1,59,0,61,802,0,56,850,0,18,885,0,18,886,0,0,904,0,0,0,0
15500,2,1,2,26,0,402,5035,0,201,5250,0,202,4767,0,120,4637,0,120,4069,0,223,3613,0
19700,1,1,1,40,0,144,3840,0,160,3922,0,160,4016,0,160,4109,0,160,4203,0,160,4293,0
900,2,3,1,42,0,48,225,0,48,269,0,40,313,0,7,345,0,20,352,0,0,372,0
2900,1,1,2,29,0,100,2573,0,40,2398,0,0,1208,0,0,0,-2,200,0,-1,234,200,0
3300,2,1,2,23,-1,0,10,2,0,10,2,0,0,-2,0,0,-2,0,0,-2,0,0,0
3600,2,1,2,21,0,240,884,0,200,1000,0,160,1169,0,240,1310,0,320,1529,0,160,1750,0
3200,2,1,2,27,-1,120,185,-1,60,120,-1,64,58,-1,58,64,-2,171,58,-1,240,171,0
11700,1,3,1,47,-1,0,48,-1,0,0,-2,0,0,-2,0,0,-2,0,0,-2,185,0,0
700,1,2,1,34,0,58,684,0,64,731,0,15,777,0,16,768,0,16,784,0,0,800,1
3300,2,2,2,37,0,400,934,0,975,1197,0,100,2144,0,100,2082,0,200,2127,0,108,2230,0
12100,1,1,2,32,0,112,323,0,48,423,2,48,452,2,377,480,-1,2200,138,0,80,2254,1
5300,2,1,2,31,-1,396,105,0,172,400,0,80,291,0,648,101,-1,100,648,-1,94,100,0
10100,2,3,2,35,-2,341,290,-2,70,339,-2,270,70,-2,96,268,-2,445,96,-2,536,443,0
8400,2,1,2,28,-1,176,234,-1,146,176,-1,300,146,-1,107,300,-1,378,107,-1,234,378,0
10900,2,2,1,33,0,217,6400,0,221,6534,0,223,6667,0,231,6800,0,232,6942,0,240,7081,0
10300,2,2,2,27,-2,0,36,-2,0,0,-2,0,0,-2,0,0,-2,0,0,-2,0,0,0
9300,2,2,2,29,0,120,981,0,160,996,0,122,889,0,120,940,0,120,516,0,120,607,0
10500,2,3,1,44,0,377,10374,0,269,9377,0,201,7065,0,178,5161,0,228,5258,0,220,5428,1
13700,2,2,1,35,1,0,0,-2,0,0,-2,6,0,-1,37,6,-1,0,37,-1,695,0,0
8100,1,2,2,38,-1,0,120,-1,0,0,-2,120,0,-1,362,120,-1,2102,362,-1,415,2090,0
6100,1,1,2,29,0,88,3540,0,100,2348,0,120,2410,0,120,2490,0,120,2568,0,120,2647,0
7900,2,1,2,29,0,480,7770,0,340,7737,0,280,7861,0,400,7811,0,400,7713,0,400,7700,0
2000,2,2,1,40,3,0,207,2,14,197,2,0,-14,-2,0,-14,-2,0,-14,-2,0,-14,0
3200,2,2,2,29,-2,191,191,-2,22,191,-2,627,22,-2,6,627,-2,46,6,-2,32,46,0
11500,1,1,1,47,-1,1137,184,-1,282,1137,-1,800,282,0,712,814,-1,109,712,-1,599,109,0
10100,2,1,2,38,-1,2901,255,-1,258,2887,-1,7,254,-1,67,7,-1,0,67,0,0,16,0
12300,1,2,2,24,-2,14,86,-2,10,14,-2,101,10,-2,32,101,-2,10,32,-2,83,10,0
9100,2,2,2,30,-1,1991,408,-1,120,1991,0,56,1966,0,60,1747,0,200,1694,0,64,1724,0
900,2,1,2,24,1,0,243,2,40,136,0,4,161,0,73,131,-1,40,73,0,0,89,1
2100,1,3,2,30,2,72,1125,2,0,1167,2,44,1137,0,96,1150,0,0,1227,2,60,1202,1
6800,2,1,2,33,0,90,2225,0,76,1969,0,48,1850,0,151,1452,0,46,1174,0,39,1127,0
3900,1,3,2,46,0,80,2337,0,80,1474,0,80,1422,0,80,1398,0,80,1362,0,800,1346,0
3100,2,3,1,51,-2,85,15,-2,604,85,-2,167,604,-2,30,166,-2,42,30,-2,0,42,0
10300,2,1,1,43,-1,162,112,-1,112,162,-1,112,112,-1,119,112,-1,330,119,-1,0,330,0
2100,2,2,2,43,1,0,950,3,104,923,2,0,1000,3,0,973,2,85,945,2,0,1015,1
4400,2,1,2,27,0,160,4422,0,192,4335,0,172,4457,0,172,4468,0,176,4478,0,155,4453,1
1300,2,1,2,25,0,80,1106,0,0,1151,2,0,31,2,0,0,-2,0,0,-2,0,0,0
700,1,3,1,28,0,80,583,0,54,653,0,85,696,0,40,714,0,40,709,0,40,1090,0
700,2,2,2,21,0,60,802,0,44,714,0,13,542,0,80,470,0,80,425,0,32,401,0
6100,2,1,1,30,-1,655,4312,-1,406,653,0,400,553,0,280,634,0,0,362,0,0,130,0
1200,2,2,2,24,0,70,1151,0,73,1103,0,40,1146,0,25,1153,0,14,1178,0,0,707,1
2300,2,3,2,42,0,92,2256,0,104,2311,0,64,2368,0,48,1257,0,80,1285,0,52,1344,0
7300,2,1,2,29,-2,0,0,-2,0,0,-2,57,0,-2,0,57,-2,0,0,-2,0,0,0
800,1,2,2,44,1,0,810,2,80,785,0,34,782,0,28,803,0,64,754,0,0,805,1
11600,2,3,1,46,-1,0,105,-1,27,0,-1,136,27,-1,231,136,-1,0,231,0,6,231,0
14300,2,1,1,52,1,0,0,-2,0,0,-2,103,0,-1,0,103,0,278,103,-1,0,278,0
10000,2,3,1,45,-2,11,11,-2,11,11,-2,11,11,-2,11,11,-2,17,11,-2,11,17,0
7300,2,1,1,46,-2,0,0,-2,0,0,-2,0,0,-2,0,0,-2,0,0,-2,0,0,0
2800,2,2,2,25,0,80,2027,0,60,2050,0,0,1896,0,0,315,0,1200,-78,-1,26,1102,0
8100,1,4,1,34,-2,230,120,-2,201,230,-2,552,201,-1,116,551,0,124,579,0,12,473,0
3300,2,1,2,27,1,0,0,-2,12,0,-1,0,12,-1,0,0,-2,0,0,-2,20,0,0
6100,1,2,2,31,0,487,4112,0,251,4487,-1,273,251,-1,400,273,0,400,433,0,400,585,0
15700,2,1,2,25,-2,50,202,-1,8077,50,-1,248,7979,0,1200,8028,0,320,8435,0,320,8525,0
10400,1,2,1,47,-1,114,153,-1,20,108,-2,115,20,-2,46,115,-2,27,46,-2,0,27,0
2000,2,3,1,50,1,0,1985,2,80,1875,0,72,1846,0,32,1811,0,30,946,0,34,829,1
